287.9963024311206	random
288.0	uniform
287.99738854731163	random
287.9978608303095	random
287.9992346441014	random
288.00227198326473	random
288.00122853935716	random
288.0003228328287	random
287.9983421388507	random
287.99230064129637	random
288.005105399333	random
288.001849405181	random
288.0010066037518	random
287.99499259130323	random
288.0029308746772	random
288.0063912221287	random
287.99335984554324	random
288.00694066339565	random
287.9993574627238	random
287.9962607597329	random
288.0002227143891	random
288.0076389726379	random
288.00574975049506	random
287.9991691925485	random
287.9926896175755	random
288.0032676439691	random
288.0034312851211	random
287.99490357842046	random
287.99708724754316	random
287.99564482701294	random
288.00628024840137	random
287.99794482448794	random
288.0041398320182	random
287.99831820816775	random
287.9963680351227	random
287.9949386871234	random
288.0008909604498	random
287.9981514160453	random
288.00039192856974	random
287.9974793398708	random
287.99238103636253	random
288.00371667264096	random
287.9926661534454	random
287.99369344882496	random
288.00454387019886	random
287.99880204999613	random
287.9989958484129	random
287.9915643204241	random
287.99979527070855	random
288.0046740753178	random
288.0015549755531	random
287.99927709697215	random
287.9971244506195	random
287.9982655861769	random
288.00210132107895	random
287.9993555704449	random
287.99900586232377	random
287.9957660262449	random
287.9978326252211	random
288.0070639988283	random
288.00289305343813	random
287.9993811647747	random
288.00045166105343	random
288.00560791014976	random
288.0013888025312	random
287.9978128127431	random
287.9957178078028	random
288.0046870344992	random
287.9963240794905	random
287.99277507095314	random
287.99553874428005	random
287.9998960960032	random
287.99548562359155	random
288.00246956475576	random
288.00311387678755	random
288.00098603156846	random
288.0004477125784	random
287.99708162794207	random
287.99436858265676	random
288.0062755400092	random
287.999492631365	random
287.99484885879036	random
287.9992190782571	random
288.0037050394477	random
288.00681171903204	random
287.99902622403334	random
287.99681343558586	random
288.00033599670815	random
287.99045261255105	random
287.99427336522575	random
287.99549404358027	random
288.0003304494244	random
287.995984899499	random
288.0043205130218	random
288.0015324753125	random
288.00343268909097	random
288.00647057296294	random
288.00053438219425	random
288.0102394075816	random
287.9957808422798	random
287.99972232353605	random
287.99915819740943	random
288.0037203976515	random
288.0050904999333	random
288.00092314885865	random
287.9962614810787	random
287.99690891668394	random
287.9930936380865	random
287.9956557928571	random
288.00110135337155	random
287.9929029297649	random
287.9951907794095	random
287.99462297980256	random
288.00259920252074	random
288.0016918168632	random
287.99647978429476	random
287.98879955343597	random
287.99911572643686	random
288.000766969874	random
288.0013107814927	random
287.9928035303716	random
288.0043472815329	random
288.00377531140765	random
287.9970421138447	random
287.99975464582326	random
288.0049246108439	random
287.99665506113354	random
287.9937509854887	random
287.997325550941	random
288.00238657673617	random
288.0001735194876	random
288.00201070652884	random
287.9953069488512	random
287.9955928512504	random
287.99238693374605	random
288.00016692200506	random
288.0028049318405	random
287.9941880394017	random
287.99239129484647	random
287.9995980199981	random
287.9965748229507	random
287.9957696560088	random
287.9968599963748	random
288.00091771477344	random
288.0027812047388	random
287.9974843227071	random
288.00153855861794	random
287.9944422248878	random
288.007294168874	random
288.0021280490537	random
287.9962968106252	random
288.00348383571645	random
288.0024703367727	random
288.00501505432277	random
287.9988279367103	random
287.99834143294277	random
288.0004669310561	random
287.9984148044944	random
288.0003192560159	random
288.01249161228793	random
288.00461159420865	random
288.00048050151577	random
288.001885006203	random
288.0004647630086	random
287.9964050857176	random
288.00138426887224	random
288.0021161102727	random
287.99926651708597	random
288.0025478113981	random
287.9963280719087	random
287.99446344396864	random
287.9972186715822	random
288.0006402571968	random
287.997502446385	random
287.9982534451898	random
288.00019252095217	random
287.99467828571744	random
288.00775710852406	random
287.99601741094835	random
288.004060783985	random
288.0100882132989	random
288.0037358913022	random
287.99937065241784	random
288.00324242863417	random
287.9969990836885	random
288.0015901758934	random
288.00738143625324	random
287.9997541332607	random
287.9982208932505	random
288.00087980344586	random
288.00449879107157	random
288.0002240175405	random
288.00022397858413	random
288.0049220924117	random
287.9978323817948	random
287.9987223435534	random
288.0001903860939	random
288.00040841996275	random
287.9964135370784	random
287.99617128514996	random
287.9971728305373	random
287.99974818144267	random
287.99908032798686	random
288.0042836474406	random
287.99614576591154	random
288.00254191961915	random
288.00189150114954	random
288.0080058635047	random
287.99970354828275	random
287.997285462272	random
287.9953162960485	random
288.00246702707756	random
287.99881076342115	random
288.0005154222863	random
287.99875204641137	random
288.00248812472836	random
288.0025961515327	random
287.99668105394625	random
288.00265009485116	random
288.0062980697294	random
287.9964190059054	random
287.9965456878375	random
287.9986469729794	random
287.99195152275433	random
287.99822278778413	random
287.9918312265331	random
287.99770221185037	random
287.99853663686065	random
287.99584641367966	random
288.00343241453055	random
287.9945679524021	random
287.99426502527274	random
288.0021258001572	random
287.9894946147185	random
287.99496442197653	random
288.0061045734301	random
288.00074170901144	random
287.99573269488064	random
287.99156407238263	random
